text,label,sub,verb,obj
weren t too sincere when you cancelled flighted my flight and made me drive hours to get home . .,0,2,12,1
tried that already amp tried forgetting the wifi network connection . still forces log in with incorrect email . other suggestions ?,0,3,8,3
had me at their safety video . . . http t . co cqmm nue m loved my first cross country flight . livewelltraveled sytycd,0,1,12,1
julie andrews all the way though was very impressive ! no to,0,3,8,3
they couldn t get me first class on any of their flights so i just rebooked myself .,0,3,8,1
ok she is worried that something is wrong with the flight and should she consider flying earlier,1,3,6,3
"nexus confirmed that at any crossing via air , car or boat she can travel with only nexus .",0,3,12,3
"i did not ! she s a woman who s a lead , she was working at gate c .",0,3,12,3
hours on hold to customer service without anyone answering is more than ridiculous !,0,3,8,3
excited that i ll be flying from syracuse to interview in dallas on friday for the fa position this is a goal amp dream of mine !,0,3,12,3
"you ve misunderstood . would not do a same day flight change for me . the gate agent said , no .",0,2,8,3
"it is the nd person when i called again to ask , could not catch her name , rejected the request",0,3,8,3
for our birthdays my fianc amp i want to travel late flight april . you re our fave airline but frontier has this http t . co uaywrr as,1,3,8,3
applied for status match on feb . got confirmation email same day . still no news though . you guys have dropped ball late flightly,0,3,8,2
i knew i should ve flew lol,0,3,12,3
"are bicycles that the , lbs criteria free or bikes are automatically each way ? the faq page isn t very clear to me .",0,3,8,1
a wonderfully nice agent in austin helped us out . wish i remembered her name to give proper kudos .,0,3,12,1
you have the absolute best team and customer service ever . every time i fly with you i m delighted . thank you !,0,2,8,3
the wait for the bags is longer than the actual flight .,0,3,8,3
an award travel ticket but cannot since it is under a different last name . i simply need to change it,0,3,8,3
fire yr rep who refused to put me on a flight that i had a boarding pass and seat on . full explanation and her name in complaint .,0,3,12,3
is the real mvp for holding up the flight connecting philly to tampa .,0,0,8,3
that is not what your reservations desk just told me . they said there were plenty of seats,0,3,8,2
our fleet s on fleek . http t . co am bsi g ?,1,1,8,3
trying to charge us dollars cash for tickets we paid for months in advance isthisreal nevertoldus jetblue neveragain,0,1,12,1
apparently mechanics had to be flown in to fix some planes . . . not the most assuring sign,0,3,12,3
pretty upset i drove from philly to mhtt still no info on my bags . what s the deal !,0,3,8,1
"i love the admiral clubs ! thanks , hey can you follow me ?",0,3,8,2
will do . thanks !,0,3,4,3
i like the customer service but a min delay just for connecting passengers seems too long . va,0,3,8,3
hi janet in customer service . i m calling you back and have been sitting in que for mins ! plz pick it up ! ! ! frustrated,0,3,12,2
"just give up . your service is terrible . if i wasn t forced to use united on certain routes , i never would .",0,3,8,2
my son left his ipad on flight from jfk to fll on monday . i called and left message and have no heard back . seat a .,0,1,12,3
"of course ! yeah , travel has gotten harder . ask other passengers if they will switch it s not the fact , it s the attitude !",0,3,12,3
"yes please ! i am newly married and trying to update my last name on a preexisting international flight ! it seems so easy , but . . .",0,3,8,1
my travel for tomorrow was cancelled flightled and then stupidly rebooked for tomorrow ! i can t get through to reservations !,0,1,4,3
"humor aside , we ve been stuck on the plane for two hours at the gate because bags can t be loaded correctly . what gives ?",0,1,8,3
airways lowered to strong sell at vetr inc . ( jblu ) mideast time http t . co ymmh k cbr,1,3,12,3
hour delay . supposed to land at pm now it s am . still not boarding . epicfail,0,3,8,3
"i know where that is ! alas i live far , far away now . books",1,3,8,3
i did set up notifications through aa amp us airways . still nothing,0,3,12,1
please help my flight appears cancelled flight from ft . lauderdale to dallas to lax . is there anything leaving from mia or fll ? thxu,1,1,8,1
i have been on hold with your gold reservations line for over hours now . flight cancelled flightled . trying to rebook .,0,3,10,2
it is super frustrating that the folks at the united ticket counter in pittsburg aren t honoring their own media rate ! unitedfail,0,3,8,3
what gives ? delayed over hours at mco to jfk . every time !,0,3,8,3
"not okay . since you couldn t put me on an earlier flight , i had to buy my own ticket on another airline .",0,2,12,3
why do you hate your passengers ?,0,3,8,2
can you find us a flt out of lax that is sooner than midnight on monday ? that would be great customer service,1,2,4,1
"your customer service in philly is deplorable , rude amp unprofessional gate agents after delays amp cancelled flightations takingthistothetop",0,2,8,3
is at a stand still ! no pilot or paperwork for fix over mins ! problem was fixed mins ago . flight is as is delayed !,0,0,8,3
i am traveling from auh to iad via etihad and then from iad to dfw via aa . will i be able to retrieve my checked bag in iad ?,1,3,4,1
and bring back the agent will call you back . . . feature . why was that ever discontinued ? ? ?,0,2,12,2
still sucks . i don t understand why you have two cust service agents for a long line at houston international b gate unitedsucks,0,3,8,2
so the fares i see for flights in fall are the absoulutely lowest they will be ?,1,3,8,3
"no . sato rebooked me . just upset that my travel office had to fix this , and you couldn t .",0,3,12,1
"no one received text alerts , automated calls , anything either . literally no information as to what was happening .",0,3,12,3
"late flight from phoenix , gave ticks away when arrived chicago , held bags hostage chicago , rented van drove to toledo . hr drive .",0,3,12,3
atlantic ploughs a lone furrow in the middleeast http t . co dcobokn ee,1,3,8,3
"sorry for my misunderstanding of the term , but what does that exactly mean ?",1,1,8,3
you know what the united club needs ? power . moar power . insufficient outlets for the roadwarrior ( ord ),0,2,8,3
so the one time we upgrade to first class our luggage was open and now missing valuable items that can t be replaced . upset,0,1,8,1
can someone please answer my call . i have been waaaaaaiting ! ! !,0,3,5,1
"never heard back , but this would help any chance i could bump up my flight time closer to pm today ? i m on flight .",0,3,8,1
glad it was finally resolved too . too bad i can t get a free voucher to go with mine so i can have a friend travel next time !,0,3,12,3
took a flight yesterday fron tpa dfw aus . bag went to iah . today bag went to iah dfw and then back to iah . still no bag !,0,3,12,3
"i paid extra for my seat amp the monitor didn t work from on aa . how about a refund on the seat ? conf mdbeei , mcmullen",0,3,12,3
"you cause me to miss my flight telling me it already left when it had not . no empathy from gate staff or crew , no apology . really ?",0,2,8,1
if only the show was on the flight . no abc . oh well . i ll live . nexttime andthewinneris . . .,0,3,12,3
out of jfk . no one has info amp no answers as to why we boarded the plane . the team is in an awkward spot amp everyone is cranky,0,3,8,1
flight booking problems flights for a dc visit for easter weekend started difficult but ended well with you guys ! big fan here . ),0,3,12,2
